BoardSize,6,GameMode,General
Blue,0,0,S,false
Red,0,2,S,false
Blue,0,4,S,false
Red,1,1,S,false
Blue,1,3,S,false
Red,1,5,S,false
Blue,2,0,S,false
Red,2,2,S,false
Blue,2,4,S,false
Red,3,1,S,false
Blue,3,3,S,false
Red,3,5,S,false
Blue,4,0,S,false
Red,4,2,S,false
Blue,4,4,S,false
Red,5,1,S,false
Blue,5,3,S,false
Red,5,5,S,false
Blue,0,1,O,true,0,0,0,1,0,2
Blue,0,3,O,true,0,2,0,3,0,4
Blue,0,5,O,false
Red,1,0,S,false
Blue,1,2,O,true,0,2,1,2,2,2
Blue,1,4,O,true,0,4,1,4,2,4
Blue,2,1,O,true,1,1,2,1,3,1
Blue,2,3,O,true,1,3,2,3,3,3
Blue,2,5,O,true,1,5,2,5,3,5
Blue,3,0,O,true,2,0,3,0,4,0
Blue,3,2,O,true,2,2,3,2,4,2
Blue,3,4,O,true,2,4,3,4,4,4
Blue,4,1,O,true,3,1,4,1,5,1
Blue,4,3,O,true,3,3,4,3,5,3
Blue,4,5,O,true,3,5,4,5,5,5
Blue,5,4,O,true,5,3,5,4,5,5
Blue,5,2,O,true,5,1,5,2,5,3
Blue,5,0,O,false
